	msms_score	matched_peaks	feature_id	reference_id	short_inchikey
0	0.8014428246315817	22	346	29345	B10A30 Faulkner legacy library looks like sterol or lipid needs to be verified
1	0.7672603980036653	61	118	32891	13-Keto-9Z,11E-octadecadienoic acid
2	0.9160436516941679	40	118	33119	13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid
3	0.9473733308505652	50	118	33297	9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid
4	0.9575680879378623	47	118	33777	9,12-Octadecadiynoic Acid
5	0.9146102972603745	50	118	34652	cis-Parinaric acid
6	0.9421966231171651	49	118	35019	13-Keto-9Z,11E-octadecadienoic acid
7	0.9019579542616021	58	118	35361	9,12-Octadecadiynoic Acid
8	0.8923282847738458	50	118	35824	Stearidonic acid
9	0.6701534618946741	39	118	36282	9-Oxo-10E,12Z-octadecadienoic acid
10	0.9400272941100742	43	118	36645	13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid
11	0.9172353333362836	51	118	36813	13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid
12	0.8086799015141724	46	118	37799	Stearidonic acid
13	0.9302351464684371	16	118	380779	FA 18:3+1O
14	0.6841387364400017	44	109	3986	13-OxoODE
15	0.7802579935767842	28	109	4011	TOP Psoriasis biomarker FeatureID=1247 295.226_C18H30O3_5.47_1247
16	0.8456362792087049	41	109	33179	9-Oxo-10E,12Z-octadecadienoic acid
17	0.695318066894884	50	109	33254	9-Oxo-10E,12Z-octadecadienoic acid
18	0.7643185978769372	23	109	33807	9-Oxo-10E,12Z-octadecadienoic acid
19	0.81697763241588	39	109	33983	9-Oxo-10E,12Z-octadecadienoic acid
20	0.7102184756256367	46	109	36025	13-Keto-9Z,11E-octadecadienoic acid
21	0.8176143078892155	22	109	383280	FA 18:3+1O
22	0.7927257694364742	17	109	383747	FA 18:3+1O
23	0.9129415223953132	5	96	376982	(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol
24	0.8376904223629503	9	328	10659	Pheophytin a
25	0.6694959973142532	22	210	122789	Arg-C17:0
26	0.9328917287582331	5	114	376982	(8R,9S,13S,14S,17S)-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol
27	0.8667233375890768	9	289	12055	Proposed Decarboxylated  Arg-C17:0
28	0.9117541174755311	35	140	32603	Monolinolenin (9c,12c,15c)
29	0.7599520746230513	35	140	36056	Monolinolenin (9c,12c,15c)
30	0.8449988720682856	32	140	36913	Monolinolenin (9c,12c,15c)
31	0.7826474071411191	9	58	127117	Vanillin
32	0.8014441798667388	9	58	127152	Vanillin
33	0.7980332127149099	9	58	127187	Vanillin
34	0.7745642583276164	9	58	127223	Vanillin
35	0.8052129548845192	9	58	127259	Vanillin
36	0.7907934938832815	9	58	127295	Vanillin
37	0.8040842325116835	9	58	127329	Vanillin
38	0.8264002628142378	9	58	127363	Vanillin
39	0.8222105540454896	9	58	127399	Vanillin
40	0.8095908280848414	9	58	127435	Vanillin
41	0.8383701520823396	9	58	127471	Vanillin
42	0.8334028173043709	9	58	127505	Vanillin
43	0.8343516555979763	9	58	127540	Vanillin
44	0.8358409361021875	9	58	127575	Vanillin
45	0.802458835421354	9	58	127610	Vanillin
46	0.8073283768462142	9	58	127644	Vanillin
47	0.8216595209117677	9	58	127680	Vanillin
48	0.8069505221127138	9	58	127715	Vanillin
49	0.8110750245013226	9	58	127751	Vanillin
50	0.672662058190842	8	58	127786	Vanillin
51	0.6515279305662453	7	58	127821	Vanillin
52	0.7418289256470088	8	58	127856	Vanillin
53	0.6568248616274727	8	58	127892	Vanillin
54	0.7902965430431804	8	58	127928	Vanillin
55	0.7938470173376423	9	58	127964	Vanillin
56	0.8058875612450046	9	58	127999	Vanillin
57	0.780597567870856	9	58	128034	Vanillin
58	0.8469094581522193	9	58	128105	Vanillin
59	0.8407260063003907	9	58	128141	Vanillin
60	0.8357933381836319	8	58	128177	Vanillin
61	0.7883993828387086	7	58	128214	Vanillin
62	0.7777436671163813	7	58	128247	Vanillin
63	0.7970818496502706	7	58	128280	Vanillin
64	0.7853876723193656	7	58	128315	Vanillin
65	0.7866421374440608	7	58	128349	Vanillin
66	0.8132333706991017	7	58	128384	Vanillin
67	0.8091956992795599	7	58	128417	Vanillin
68	0.8125147770187279	7	58	128451	Vanillin
69	0.8024678265097382	7	58	128485	Vanillin
70	0.8070137937654576	7	58	128519	Vanillin
71	0.8075735964322889	7	58	128551	Vanillin
72	0.8219045903422525	7	58	128585	Vanillin
73	0.8237035580354902	7	58	128619	Vanillin
74	0.8251970618388396	7	58	128654	Vanillin
75	0.7963627713161393	7	58	128687	Vanillin
76	0.8046741692684682	7	58	128720	Vanillin
77	0.8014623731565952	7	58	128756	Vanillin
78	0.8014839216618493	7	58	128791	Vanillin
79	0.7977528658430729	7	58	128827	Vanillin
80	0.8102427464853019	7	58	128860	Vanillin
81	0.7995824240075733	7	58	128894	Vanillin
82	0.7965895842447339	7	58	128928	Vanillin
83	0.7895954923690652	7	58	128962	Vanillin
84	0.800710662791612	7	58	128996	Vanillin
85	0.7942580925979048	7	58	129030	Vanillin
86	0.8026888236444165	7	58	129064	Vanillin
87	0.8082348050502283	7	58	129098	Vanillin
88	0.8317124663764472	7	58	129132	Vanillin
89	0.8363771852685671	7	58	129167	Vanillin
90	0.8294765972546457	7	58	129202	Vanillin
91	0.8293201312875288	7	58	129236	Vanillin
92	0.9364946066927042	28	163	24935	8-hydroxy-8-(3-octyloxiran-2-yl)octanoic acid [IIN-based on: CCMSLIB00000846585]
93	0.865237831629961	26	163	35621	Pinolenic acid
94	0.8179614281843283	28	163	35929	Pinolenic acid
95	0.7364954552168991	64	132	32891	13-Keto-9Z,11E-octadecadienoic acid
96	0.9367584959134493	40	132	33119	13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid
97	0.9458033538584086	51	132	33297	9S-Hydroxy-10E,12Z,15Z-octadecatrienoic acid
98	0.9786295981291452	50	132	33777	9,12-Octadecadiynoic Acid
99	0.9476820865228739	53	132	34652	cis-Parinaric acid
100	0.9654043062843668	53	132	35019	13-Keto-9Z,11E-octadecadienoic acid
101	0.8782803221992778	63	132	35361	9,12-Octadecadiynoic Acid
102	0.9191133829872141	50	132	35824	Stearidonic acid
103	0.9372724624635631	44	132	36645	13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid
104	0.9502965661865027	53	132	36813	13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid
105	0.7711453100855992	52	132	37799	Stearidonic acid
106	0.953585967450965	14	132	380779	FA 18:3+1O
107	0.6500492928767536	9	32	93798	synapic_acid
108	0.9723162454759674	9	32	108006	SINAPIC ACID CollisionEnergy:102040
109	0.8355214412491282	10	32	119330	SINAPIC ACID CollisionEnergy:205060
110	0.723776536728986	29	249	108745	Sarsasapogenin CollisionEnergy:102040
111	0.7160843949374222	55	131	3050	Photopyrone D
112	0.8016098829420135	5	131	379057	FA 18:2+1O
113	0.8293342110788487	8	131	385437	FA 18:2+1O
114	0.7923762910123966	21	131	437376	9-hydroxy-10,12-octadecadienoic acid
115	0.7157089551199292	40	84	4011	TOP Psoriasis biomarker FeatureID=1247 295.226_C18H30O3_5.47_1247
116	0.7268611160505621	60	84	33179	9-Oxo-10E,12Z-octadecadienoic acid
117	0.7184986073358638	58	84	33983	9-Oxo-10E,12Z-octadecadienoic acid
118	0.6515535111526598	69	84	36025	13-Keto-9Z,11E-octadecadienoic acid
119	0.7016633201382529	27	84	383280	FA 18:3+1O
120	0.6972803685782816	21	84	383747	FA 18:3+1O
121	0.7704725985312483	8	84	385437	FA 18:2+1O
122	0.7839931297883576	22	84	437376	9-hydroxy-10,12-octadecadienoic acid
123	0.6685533619852433	15	84	437377	9-hydroxy-10,12-octadecadienoic acid
124	0.7600033734179221	9	98	39470	hyocholic acid
125	0.6743193570551865	32	245	40023	"""(3R,7R,9S,10S,12S,13R,14S,17R)-17-((2R)-6,7-dihydroxy-6-methylheptan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol"""
126	0.6537756416353762	31	245	40735	"""(3R,5R,7R,8S,9S,10S,12S,13R,14S,17R)-17-((R)-7-hydroxy-6-(hydroxymethyl)heptan-2-yl)-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol"""
127	0.8989319216036873	11	128	22441	7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate
128	0.9738029867995429	11	128	124444	6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole [IIN-based on: CCMSLIB00000848625]
129	0.9729091681022336	12	128	124561	2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)- [IIN-based on: CCMSLIB00000853048]
130	0.9428992064366319	9	128	124919	7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate [IIN-based: Match]
131	0.9260323834527984	9	128	124924	2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)- [IIN-based on: CCMSLIB00000853048]
132	0.8387349076120869	7	119	32861	Cyromazine
133	0.8640663154811487	16	119	399800	6-pentylpyran-2-one
134	0.8656190690057955	18	119	402038	4-tert-butylbenzene-1,2-diol
135	0.8503658373827893	19	119	403358	6-pentylpyran-2-one
136	0.8643440131333254	15	119	403642	6-pentylpyran-2-one
137	0.8503658373827893	19	119	403819	4-tert-butylbenzene-1,2-diol
138	0.8640663154811487	16	119	404173	4-tert-butylbenzene-1,2-diol
139	0.8238356356170136	14	51	16064	"6-Methyl-5,7a,13,13b-tetraaza-pentaphene-8,14-dione"""
140	0.7968041823700374	5	51	21069	3H-Oxireno[h][3]benzoxacyclododecin-7,13(2H,8H)-dione, 1a,4,5,13a-tetrahydro-10,12-dihydroxy-5-methyl-
141	0.8765347304169577	9	51	98251	"""3-Hydroxy-7,2',4'-trimethoxyflavone CollisionEnergy:102040"""
142	0.8771757574679272	7	51	98497	"""3-Hydroxy-6,2',4'-trimethoxyflavone CollisionEnergy:102040"""
143	0.8713386604700245	10	51	98830	"""3-Hydroxy-6,2',3'-trimethoxyflavone CollisionEnergy:102040"""
144	0.875550711735911	10	51	99689	"""3-Hydroxy-6,3',4'-trimethoxyflavone CollisionEnergy:102040"""
145	0.7485890185625109	12	51	109587	"""3-Hydroxy-7,2',4'-trimethoxyflavone CollisionEnergy:205060"""
146	0.7965992537785112	12	51	109829	"""3-Hydroxy-6,2',4'-trimethoxyflavone CollisionEnergy:205060"""
147	0.8163390057299129	14	51	110162	"""3-Hydroxy-6,2',3'-trimethoxyflavone CollisionEnergy:205060"""
148	0.7643499630108691	13	51	111024	"""3-Hydroxy-6,3',4'-trimethoxyflavone CollisionEnergy:205060"""
149	0.665120547437731	13	51	122040	americanin D
